decklist_id,card_id,quantity,code,title,type_code,faction_code,side_code,pack_code
91796,26022,1,26022,Spec Work,event,shaper,runner,df
91796,26024,1,26024,Gauss,program,shaper,runner,df
91796,26025,1,26025,Pelangi,program,shaper,runner,df
91796,26084,3,26084,Aniccam,hardware,shaper,runner,ur
91796,26085,3,26085,Simulchip,hardware,shaper,runner,ur
91796,26090,3,26090,Self-modifying Code,program,shaper,runner,ur
91796,30026,1,30026,Unity,program,shaper,runner,sg
91796,30027,2,30027,Telework Contract,resource,shaper,runner,sg
91796,30028,3,30028,Jailbreak,event,neutral-runner,runner,sg
91796,30029,3,30029,Overclock,event,neutral-runner,runner,sg
91796,30030,3,30030,Sure Gamble,event,neutral-runner,runner,sg
91796,32002,1,32002,Revolver,program,criminal,runner,msbp
91796,33013,2,33013,Pinhole Threading,event,criminal,runner,ms
91796,33020,2,33020,No Free Lunch,resource,criminal,runner,ms
91796,33024,2,33024,Rigging Up,event,shaper,runner,ms
91796,33027,1,33027,Propeller,program,shaper,runner,ms
91796,33030,3,33030,Stoneship Chart Room,resource,shaper,runner,ms
91796,34080,1,34080,Cupellation,program,criminal,runner,rwr
91796,34085,1,34085,Burner,event,shaper,runner,rwr
91796,34088,1,34088,Cataloguer,hardware,shaper,runner,rwr
91796,34089,2,34089,Coalescence,program,shaper,runner,rwr
91796,35014,3,35014,Clean Getaway,event,criminal,runner,elev
91796,35026,2,35026,Ritual,event,shaper,runner,elev
91796,35029,1,35029,Azimat,program,shaper,runner,elev
91793,26021,2,26021,Khusyuk,event,shaper,runner,df
91793,26024,1,26024,Gauss,program,shaper,runner,df
91793,26029,2,26029,Rejig,event,neutral-runner,runner,df
91793,26085,3,26085,Simulchip,hardware,shaper,runner,ur
91793,26090,1,26090,Self-modifying Code,program,shaper,runner,ur
91793,30007,2,30007,Fermenter,program,anarch,runner,sg
91793,30022,3,30022,DZMZ Optimizer,hardware,shaper,runner,sg
91793,30025,1,30025,Echelon,program,shaper,runner,sg
91793,30026,1,30026,Unity,program,shaper,runner,sg
91793,30030,3,30030,Sure Gamble,event,neutral-runner,runner,sg
91793,32002,1,32002,Revolver,program,criminal,runner,msbp
91793,33013,1,33013,Pinhole Threading,event,criminal,runner,ms
91793,33027,1,33027,Propeller,program,shaper,runner,ms
91793,33029,2,33029,Environmental Testing,resource,shaper,runner,ms
91793,33092,3,33092,Dr. Nuka Vrolyck,resource,shaper,runner,ph
91793,34008,1,34008,"Hannah ""Wheels"" Pilintra",resource,anarch,runner,tai
91793,34080,1,34080,Cupellation,program,criminal,runner,rwr
91793,34082,1,34082,Physarum Entangler,program,criminal,runner,rwr
91793,34089,3,34089,Coalescence,program,shaper,runner,rwr
91793,34091,3,34091,Muse,program,shaper,runner,rwr
91793,35023,1,35023,Dewi Subrotoputri: Pedagogical Dhalang,identity,shaper,runner,elev
91793,35026,3,35026,Ritual,event,shaper,runner,elev
91793,35028,2,35028,Madani,hardware,shaper,runner,elev
91793,35029,1,35029,Azimat,program,shaper,runner,elev
91793,35033,3,35033,“Knickknack” O’Brian,resource,shaper,runner,elev
91779,26068,3,26068,Devil Charm,hardware,anarch,runner,ur
91779,26093,1,26093,Buffer Drive,hardware,neutral-runner,runner,ur
91779,30004,3,30004,Botulus,program,anarch,runner,sg
91779,33004,3,33004,Steelskin Scarring,event,anarch,runner,ms
91779,34001,2,34001,Strike Fund,event,anarch,runner,tai
91779,34003,3,34003,Solidarity Badge,hardware,anarch,runner,tai
91779,34004,2,34004,Audrey v2,program,anarch,runner,tai
91779,34007,1,34007,Eru Ayase-Pessoa,resource,anarch,runner,tai
91779,34008,1,34008,"Hannah ""Wheels"" Pilintra",resource,anarch,runner,tai
91779,34009,3,34009,Lago Paranoá Shelter,resource,anarch,runner,tai
91779,34066,1,34066,Sebastião Souza Pessoa: Activist Organizer,identity,anarch,runner,rwr
91779,34068,3,34068,Privileged Access,event,anarch,runner,rwr
91779,34069,3,34069,Amanuensis,hardware,anarch,runner,rwr
91779,34073,3,34073,Arruaceiras Crew,resource,anarch,runner,rwr
91779,34074,3,34074,Friend of a Friend,resource,anarch,runner,rwr
91779,34075,1,34075,Manuel Lattes de Moura,resource,anarch,runner,rwr
91779,34094,1,34094,Ashen Epilogue,event,neutral-runner,runner,rwr
91779,34095,1,34095,Valentina Ferreira Carvalho,resource,neutral-runner,runner,rwr
91779,35007,3,35007,Gourmand,program,anarch,runner,elev
91779,35011,2,35011,Rent Rioters,resource,anarch,runner,elev
91779,35017,3,35017,Transfer of Wealth,event,criminal,runner,elev
91204,26084,2,26084,Aniccam,hardware,shaper,runner,ur
91204,26085,3,26085,Simulchip,hardware,shaper,runner,ur
91204,26087,1,26087,Euler,program,shaper,runner,ur
91204,26090,2,26090,Self-modifying Code,program,shaper,runner,ur
91204,30007,2,30007,Fermenter,program,anarch,runner,sg
91204,30025,1,30025,Echelon,program,shaper,runner,sg
91204,30027,3,30027,Telework Contract,resource,shaper,runner,sg
91204,30029,3,30029,Overclock,event,neutral-runner,runner,sg
91204,30030,3,30030,Sure Gamble,event,neutral-runner,runner,sg
91204,33023,2,33023,Into the Depths,event,shaper,runner,ms
91204,33027,2,33027,Propeller,program,shaper,runner,ms
91204,33030,2,33030,Stoneship Chart Room,resource,shaper,runner,ms
91204,33092,3,33092,Dr. Nuka Vrolyck,resource,shaper,runner,ph
91204,34020,1,34020,Arissana Rocha Nahu: Street Artist,identity,shaper,runner,tai
91204,34022,1,34022,AirbladeX (JSRF Ed.),hardware,shaper,runner,tai
91204,34026,2,34026,Slap Vandal,program,shaper,runner,tai
91204,34082,1,34082,Physarum Entangler,program,criminal,runner,rwr
91204,34085,2,34085,Burner,event,shaper,runner,rwr
91204,34088,2,34088,Cataloguer,hardware,shaper,runner,rwr
91204,34091,3,34091,Muse,program,shaper,runner,rwr
91204,34092,1,34092,Pressure Spike,program,shaper,runner,rwr
91204,35017,2,35017,Transfer of Wealth,event,criminal,runner,elev
91204,35026,3,35026,Ritual,event,shaper,runner,elev
91204,35029,1,35029,Azimat,program,shaper,runner,elev
91784,26022,2,26022,Spec Work,event,shaper,runner,df
91784,26029,2,26029,Rejig,event,neutral-runner,runner,df
91784,26073,1,26073,Paladin Poemu,resource,anarch,runner,ur
91784,26085,3,26085,Simulchip,hardware,shaper,runner,ur
91784,26090,3,26090,Self-modifying Code,program,shaper,runner,ur
91784,30007,3,30007,Fermenter,program,anarch,runner,sg
91784,30027,2,30027,Telework Contract,resource,shaper,runner,sg
91784,30030,3,30030,Sure Gamble,event,neutral-runner,runner,sg
91784,30032,3,30032,Mayfly,program,neutral-runner,runner,sg
91784,33013,2,33013,Pinhole Threading,event,criminal,runner,ms
91784,33071,1,33071,Hush,program,anarch,runner,ph
