tournament_id,player,decklist_id,card_id,quantity,code,title,faction_code,side_code,type_code
5029,ALLGRAYALLDAY,91795,33011,1,33011,"Nyusha ""Sable"" Sintashta: Symphonic Prodigy",criminal,runner,identity
5029,ALLGRAYALLDAY,91795,33012,3,33012,Carpe Diem,criminal,runner,event
5029,ALLGRAYALLDAY,91795,33013,2,33013,Pinhole Threading,criminal,runner,event
5029,ALLGRAYALLDAY,91795,33017,2,33017,Cezve,criminal,runner,program
5029,ALLGRAYALLDAY,91795,33020,2,33020,No Free Lunch,criminal,runner,resource
5029,ALLGRAYALLDAY,91795,33092,3,33092,Dr. Nuka Vrolyck,shaper,runner,resource
5029,ALLGRAYALLDAY,91795,34014,2,34014,Hermes,criminal,runner,hardware
5029,ALLGRAYALLDAY,91795,34015,2,34015,Curupira,criminal,runner,program
5029,ALLGRAYALLDAY,91795,34018,1,34018,Shibboleth,criminal,runner,program
5029,ALLGRAYALLDAY,91795,35011,1,35011,Rent Rioters,anarch,runner,resource
5029,ALLGRAYALLDAY,91795,35014,3,35014,Clean Getaway,criminal,runner,event
5029,ALLGRAYALLDAY,91795,35017,3,35017,Transfer of Wealth,criminal,runner,event
5029,ALLGRAYALLDAY,91795,35020,1,35020,Sang Kancil,criminal,runner,program
5029,ALLGRAYALLDAY,91795,35022,3,35022,Open Market,criminal,runner,resource
5029,Virulentz,91527,26018,3,26018,The Class Act,criminal,runner,resource
5029,Virulentz,91527,26074,3,26074,Bravado,criminal,runner,event
5029,Virulentz,91527,26075,2,26075,Boomerang,criminal,runner,hardware
5029,Virulentz,91527,27001,1,27001,Mystic Maemi,anarch,runner,resource
5029,Virulentz,91527,30015,1,30015,Carmen,criminal,runner,program
5029,Virulentz,91527,30030,3,30030,Sure Gamble,neutral-runner,runner,event
5029,Virulentz,91527,33004,1,33004,Steelskin Scarring,anarch,runner,event
5029,Virulentz,91527,33010,1,33010,The Twinning,anarch,runner,resource
5029,Virulentz,91527,33011,1,33011,"Nyusha ""Sable"" Sintashta: Symphonic Prodigy",criminal,runner,identity
5029,Virulentz,91527,33012,3,33012,Carpe Diem,criminal,runner,event
5029,Virulentz,91527,33013,3,33013,Pinhole Threading,criminal,runner,event
5029,Virulentz,91527,33017,2,33017,Cezve,criminal,runner,program
5029,Virulentz,91527,33018,1,33018,Revolver,criminal,runner,program
5029,Virulentz,91527,33020,2,33020,No Free Lunch,criminal,runner,resource
5029,Virulentz,91527,33092,3,33092,Dr. Nuka Vrolyck,shaper,runner,resource
