decklist_id,card_id,quantity,code,title,type_code,faction_code,side_code,pack_code
90930,26040,2,26040,Project Yagi-Uda,agenda,jinteki,corp,df
90930,26044,2,26044,Saisentan,ice,jinteki,corp,df
90930,30042,2,30042,Manegarm Skunkworks,upgrade,haas-bioroid,corp,sg
90930,30044,1,30044,Longevity Serum,agenda,jinteki,corp,sg
90930,30048,3,30048,Hansei Review,operation,jinteki,corp,sg
90930,30050,2,30050,Anoetic Void,upgrade,jinteki,corp,sg
90930,30053,1,30053,Spin Doctor,asset,nbn,corp,sg
90930,30075,3,30075,Hedge Fund,operation,neutral-corp,corp,sg
90930,33040,3,33040,Regenesis,agenda,jinteki,corp,ms
90930,33042,3,33042,Moon Pool,asset,jinteki,corp,ms
90930,33043,2,33043,Anemone,ice,jinteki,corp,ms
90930,33105,2,33105,Hybrid Release,agenda,jinteki,corp,ph
90930,34040,3,34040,Fujii Asset Retrieval,agenda,jinteki,corp,tai
90930,34044,3,34044,Tatu-Bola,ice,jinteki,corp,tai
90930,34108,3,34108,Cohort Guidance Program,asset,jinteki,corp,rwr
90930,34109,3,34109,Boto,ice,jinteki,corp,rwr
90930,35039,1,35039,Humanoid Resources,asset,haas-bioroid,corp,elev
90930,35042,3,35042,Scatter Field,ice,haas-bioroid,corp,elev
90930,35046,1,35046,AU Co.: The Gold Standard in Clones,identity,jinteki,corp,elev
90930,35051,3,35051,Phật Gioan Baotixita,asset,jinteki,corp,elev
90930,35079,1,35079,Flyswatter,ice,neutral-corp,corp,elev
90930,35081,3,35081,Petty Cash,operation,neutral-corp,corp,elev
90859,34127,3,34127,Logjam,ice,weyland-consortium,corp,rwr
90859,33061,2,33061,Maskirovka,ice,weyland-consortium,corp,ms
90859,34057,3,34057,Slash and Burn Agriculture,agenda,weyland-consortium,corp,tai
90859,35077,3,35077,Key Performance Indicators,operation,weyland-consortium,corp,elev
90859,34122,3,34122,Eminent Domain,agenda,weyland-consortium,corp,rwr
90859,34125,1,34125,Descent,ice,weyland-consortium,corp,rwr
90859,33127,1,33127,ZATO City Grid,upgrade,weyland-consortium,corp,ph
90859,34034,1,34034,Ablative Barrier,ice,haas-bioroid,corp,tai
90859,26125,2,26125,Winchester,ice,weyland-consortium,corp,ur
90859,35079,1,35079,Flyswatter,ice,neutral-corp,corp,elev
90859,35076,2,35076,Syailendra,ice,weyland-consortium,corp,elev
90859,26037,3,26037,Red Level Clearance,operation,haas-bioroid,corp,df
90859,35055,2,35055,Peer Review,operation,jinteki,corp,elev
90859,30060,1,30060,Above the Law,agenda,weyland-consortium,corp,sg
90859,30075,3,30075,Hedge Fund,operation,neutral-corp,corp,sg
90859,35074,3,35074,Biawak,ice,weyland-consortium,corp,elev
90859,35070,3,35070,Greenmail,agenda,weyland-consortium,corp,elev
90859,30053,3,30053,Spin Doctor,asset,nbn,corp,sg
90859,35081,3,35081,Petty Cash,operation,neutral-corp,corp,elev
90859,35071,3,35071,Off the Books,agenda,weyland-consortium,corp,elev
90859,35073,3,35073,Plutus,asset,weyland-consortium,corp,elev
90859,35069,1,35069,The Zwicky Group: Invisible Hands,identity,weyland-consortium,corp,elev
90813,26056,1,26056,SDS Drone Deployment,agenda,weyland-consortium,corp,df
90813,26058,2,26058,Afshar,ice,weyland-consortium,corp,df
90813,26125,1,26125,Winchester,ice,weyland-consortium,corp,ur
90813,30053,3,30053,Spin Doctor,asset,nbn,corp,sg
90813,30056,3,30056,Predictive Planogram,operation,nbn,corp,sg
90813,30057,2,30057,Public Trail,operation,nbn,corp,sg
